Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Onyeka Okongwu,points,ORL,0,12.845066909058968,13.5,0.4296994068383223,0.5703005931616777,0.5703005931616777
Jaylen Brown,assists,PHI,1,4.785142063715231,4.5,0.5692192232905102,0.43078077670948983,0.5692192232905102
Tre Jones,rebounds,NYK,1,2.9042539548095943,2.5,0.5675084686685137,0.43249153133148627,0.5675084686685137
Jaylen Wells,rebounds,IND,1,2.864602340574778,2.5,0.5664932426504989,0.43350675734950106,0.5664932426504989
Brandon Clarke,points,IND,1,7.891251932456122,7.5,0.5653641934939349,0.4346358065060651,0.5653641934939349
Myles Turner,rebounds,MEM,0,6.021985187931452,6.5,0.4362886514988721,0.5637113485011279,0.5637113485011279
Desmond Bane,rebounds,IND,1,5.821475215956703,5.5,0.5628586681873285,0.43714133181267145,0.5628586681873285
Trendon Watford,rebounds,CLE,0,3.8329823357059176,3.5,0.5623344754478813,0.4376655245521187,0.5623344754478813
Jalen Wilson,assists,CLE,0,1.7885342778894684,1.5,0.5619527850323486,0.4380472149676514,0.5619527850323486
James Harden,rebounds,MIL,1,5.863925754092277,5.5,0.5596962620785032,0.4403037379214968,0.5596962620785032
Kris Dunn,rebounds,MIL,1,3.792054637398004,3.5,0.5576402286573151,0.4423597713426849,0.5576402286573151
Aaron Gordon,assists,CHA,0,3.839572736838915,3.5,0.5574161279364602,0.44258387206353983,0.5574161279364602
Jaren Jackson Jr.,assists,IND,1,2.2484218684040775,2.5,0.4430428387454064,0.5569571612545936,0.5569571612545936
Damian Lillard,points,LAC,0,26.182845886715466,25.5,0.556540543441493,0.44345945655850705,0.556540543441493
Darius Garland,assists,BKN,1,6.740070508200003,6.5,0.5562290590761454,0.44377094092385455,0.5562290590761454
Kris Dunn,points,MIL,1,5.8961472179806425,5.5,0.5556579929069365,0.44434200709306354,0.5556579929069365
Chris Paul,rebounds,PHX,0,3.764103869300956,3.5,0.5552343672641644,0.4447656327358355,0.5552343672641644
Anthony Black,rebounds,ATL,1,2.7052017016156946,2.5,0.5546904366055427,0.4453095633944572,0.5546904366055427
Kentavious Caldwell-Pope,assists,ATL,1,1.7288203133344464,1.5,0.5532576776232895,0.4467423223767105,0.5532576776232895
Ben Sheppard,points,MEM,0,5.769266162738027,5.5,0.5526691139293383,0.44733088607066174,0.5526691139293383
Franz Wagner,assists,ATL,1,4.1741324168538565,4.5,0.4480929273671457,0.5519070726328543,0.5519070726328543
T.J. McConnell,points,MEM,0,8.81340769328578,8.5,0.551284688987735,0.4487153110122651,0.551284688987735
Anthony Black,assists,ATL,1,3.2788162821239264,3.5,0.4494507117852816,0.5505492882147184,0.5505492882147184
Bradley Beal,rebounds,SAS,1,3.743528584143219,3.5,0.5503195634382417,0.44968043656175827,0.5503195634382417
Ben Sheppard,rebounds,MEM,0,2.312306992150125,2.5,0.4497936032579577,0.5502063967420423,0.5502063967420423
Payton Pritchard,assists,PHI,1,3.6924513648266686,3.5,0.5494895460368203,0.4505104539631797,0.5494895460368203
Devin Booker,points,SAS,1,25.038005582186226,25.5,0.45238592008632406,0.5476140799136759,0.5476140799136759
Jamal Murray,points,CHA,0,22.54555522727765,21.5,0.5470643098540398,0.45293569014596025,0.5470643098540398
Nic Claxton,rebounds,CLE,0,7.705121253084598,7.5,0.5447395358505857,0.45526046414941435,0.5447395358505857
Keon Johnson,rebounds,CLE,0,3.700576981942015,3.5,0.5412233906079782,0.45877660939202186,0.5412233906079782
Caris LeVert,rebounds,ORL,0,4.2210697184584465,4.5,0.4589045605287634,0.5410954394712366,0.5410954394712366
Jarrett Allen,rebounds,BKN,1,10.877082352879139,10.5,0.5409645308416506,0.4590354691583493,0.5409645308416506
Ivica Zubac,points,MIL,1,14.788085932097133,14.5,0.5401197181785824,0.4598802818214176,0.5401197181785824
Tyrese Maxey,points,BOS,0,26.20051291044827,25.5,0.5395714099859326,0.4604285900140674,0.5395714099859326
Bradley Beal,assists,SAS,1,3.6928884897837255,3.5,0.5393089189017595,0.46069108109824053,0.5393089189017595
Luke Kennard,rebounds,IND,1,2.6646434901163594,2.5,0.5390085386165435,0.46099146138345654,0.5390085386165435
Quentin Grimes,rebounds,BOS,0,4.724039757293066,4.5,0.5379594518299159,0.4620405481700841,0.5379594518299159
Jaylen Brown,points,PHI,1,21.894108430338544,21.5,0.5376124950837091,0.4623875049162908,0.5376124950837091
Georges Niang,assists,ORL,0,1.6477745930986054,1.5,0.5374312853853808,0.46256871461461924,0.5374312853853808
De'Aaron Fox,points,PHX,0,24.031107799123326,24.5,0.4625733404164841,0.5374266595835159,0.5374266595835159
De'Andre Hunter,assists,BKN,1,1.365464179850212,1.5,0.4635032376973055,0.5364967623026945,0.5364967623026945
Ivica Zubac,rebounds,MIL,1,12.275690766113389,12.5,0.4635429787872489,0.5364570212127511,0.5364570212127511
Damian Lillard,assists,LAC,0,7.3306257442096685,7.5,0.4635951214619214,0.5364048785380786,0.5364048785380786
Ziaire Williams,points,CLE,0,9.794658459655054,9.5,0.535313605600089,0.464686394399911,0.535313605600089
Thomas Bryant,points,MEM,0,7.760457229714866,7.5,0.5334144732622712,0.4665855267377288,0.5334144732622712
Dyson Daniels,points,ORL,0,14.804929752361616,14.5,0.5320052940773953,0.4679947059226047,0.5320052940773953
Karl-Anthony Towns,assists,CHI,0,3.3759461214147475,3.5,0.4681424702011411,0.5318575297988589,0.5318575297988589
Giannis Antetokounmpo,assists,LAC,0,5.677245749371308,5.5,0.5317390433859552,0.46826095661404477,0.5317390433859552
Thomas Bryant,assists,MEM,0,1.6758116796692284,1.5,0.5303258007435685,0.46967419925643145,0.5303258007435685
Tyrese Haliburton,points,MEM,0,18.266338628826592,18.5,0.46978514474465294,0.5302148552553471,0.5302148552553471
Tyrese Haliburton,rebounds,MEM,0,3.3749049719693303,3.5,0.4706422906582761,0.5293577093417239,0.5293577093417239
Dyson Daniels,rebounds,ORL,0,5.384046759751008,5.5,0.47387065179065846,0.5261293482093415,0.5261293482093415
OG Anunoby,rebounds,CHI,0,4.63689247353349,4.5,0.5255740722875412,0.47442592771245884,0.5255740722875412
Myles Turner,assists,MEM,0,1.4130774540622744,1.5,0.475787723513177,0.524212276486823,0.524212276486823
Obi Toppin,assists,MEM,0,1.5807711128050026,1.5,0.5234111717725862,0.47658882822741383,0.5234111717725862
Quentin Grimes,assists,BOS,0,2.6046673109722507,2.5,0.5218358826692527,0.47816411733074726,0.5218358826692527
Devin Vassell,rebounds,PHX,0,3.61235346939113,3.5,0.5215135817376564,0.47848641826234367,0.5215135817376564
Mikal Bridges,points,CHI,0,17.28474808194114,17.5,0.47945253992648695,0.520547460073513,0.520547460073513
Jalen Smith,rebounds,NYK,1,5.581977361561507,5.5,0.519815252445351,0.48018474755464896,0.519815252445351
Josh Green,assists,DEN,1,1.4341833213924846,1.5,0.48080572071139027,0.5191942792886097,0.5191942792886097
Jonathan Isaac,assists,ATL,1,0.5576659095939958,0.5,0.5178319083231164,0.48216809167688357,0.5178319083231164
Ziaire Williams,assists,CLE,0,1.5663089674626582,1.5,0.5177502993004891,0.4822497006995109,0.5177502993004891
Caris LeVert,points,ORL,0,12.668361017841198,12.5,0.5173907466343568,0.48260925336564314,0.5173907466343568
Jayson Tatum,points,PHI,1,26.649584978236213,26.5,0.5163204759917563,0.4836795240082437,0.5163204759917563
De'Aaron Fox,rebounds,PHX,0,4.568111827045591,4.5,0.514885702510393,0.48511429748960705,0.514885702510393
Kevin Huerter,rebounds,NYK,1,2.5769884660594515,2.5,0.5146223653153348,0.48537763468466516,0.5146223653153348
Aaron Nesmith,assists,MEM,0,1.555245212640688,1.5,0.514475753346946,0.48552424665305405,0.514475753346946
Paolo Banchero,assists,ATL,1,5.555377851726152,5.5,0.5139384316830864,0.4860615683169136,0.5139384316830864
Tyrese Haliburton,assists,MEM,0,8.565103897735304,8.5,0.5130631968224628,0.48693680317753724,0.5130631968224628
Tyus Jones,rebounds,SAS,1,2.5560178610040847,2.5,0.5130560900578091,0.48694390994219094,0.5130560900578091
Jalen Wilson,rebounds,CLE,0,3.537093683081582,3.5,0.5083996757152481,0.49160032428475187,0.5083996757152481
D'Angelo Russell,points,CLE,0,13.56972991890829,13.5,0.5082320148627141,0.4917679851372859,0.5082320148627141
